id,rid,rating,uid
v5hztlQgN5E0J6vDVgIVqA,LxCr7b3sOLnfDvpfZS7daQ,4,6Zd1SQ2iiKaeU2I5VbT-Yg
KcmGAatgxaIwkh1WkqIQmw,LxCr7b3sOLnfDvpfZS7daQ,4,jfocqihgRZJcw3LlsGv6cA
Rib35bdto-QtJ7afM4KMGw,0IeIzElSBK1XJVqtzFvRlA,5,sjC5qTcBt5EBCPqor7CV4Q
cbRGu_AutZJnHEUj3sZw9Q,0IeIzElSBK1XJVqtzFvRlA,5,b6K1QlXKqZ1Pxn0bXC_Pfg
qpCgC4G14nwB4DrCd2K9Lw,0IeIzElSBK1XJVqtzFvRlA,5,O2Q83Mg_T6vdmNEDes0FSg
ZvPPEgqB2qshs4t1A3_kcA,LNb-ElJwKIXS6Lx5xdRB1Q,3,xFmevAVAMEFdfO-etdrd2A
Vj0A54-8ZLdkfGFNcQV93Q,LNb-ElJwKIXS6Lx5xdRB1Q,5,3gwqM0K5iPDugcy75Qal5A
W9d7K5Z5-pXZxsgsmqfGzw,LNb-ElJwKIXS6Lx5xdRB1Q,3,Bi0kIujVU-IBhSji9jYhDw
FW_9SxJ93EwySxxcxkg76A,eMCp5br4J_4at3jIX2ljrg,5,hgzDaHn1rAdZV2E93mUNJQ
q3dvfwezvtKE2PwKy_nJfA,eMCp5br4J_4at3jIX2ljrg,4,4Y3hjPOk5YlBUkeRMSZ2hQ
rPKSJltN92NP_TlGsBotsA,eMCp5br4J_4at3jIX2ljrg,3,zeLegR-MS3bDEZHH6cgZ8w
PICNyDbeoaiS3F_VdBJRLA,rr-hXB0ZqXLzUP97yftp0g,5,Niayl0o8xqFim_g-TtGb2Q
swRra5Nci130Xl8xqB7YMQ,rr-hXB0ZqXLzUP97yftp0g,5,3PPHZSnCpBRfnjlrY2nYEw
1FIY4HuNL_mRix1PUHPQZg,rr-hXB0ZqXLzUP97yftp0g,4,1ZB9HZ2s0Jo9gbBAHKYkuQ
p_9LYH79ZANFCPXqr_hGiA,h2u-coGd8WWClyU3b7jf8w,5,Sku0qfxQYZg61GJ1nmYvag
_fO_QH6-lKUT0cc-gP5FCA,h2u-coGd8WWClyU3b7jf8w,5,zIVcMdi57F-LJT26_Uscfg
s5zPP2PIfO3jKoymrokZEg,h2u-coGd8WWClyU3b7jf8w,5,OCizBSsT7V0TceW2pSbzYg
Lwb3ag7WwaYS6wkUVx66Bw,23Qrcz2i9e2e8MstUIIO0A,5,4xz03y0Ghr4rFrTU04cpLg
ztVTX115AvSYXY6zef8Y8g,23Qrcz2i9e2e8MstUIIO0A,4,vPH9p1Ldmy8h3knPWV2Zcg
ZqCorPeJKB0JH_axBnJ7uw,23Qrcz2i9e2e8MstUIIO0A,4,vLw-Q7-3A0HNaArO60pcOw
X_leZKXuuZqmagMfHarkug,qAAoilHU25Qr45FOQlA19g,5,GJf13H_8fsNrczEgxn1vxw
NleUzsceOw1HiACqrQ4wlA,qAAoilHU25Qr45FOQlA19g,5,EU0aVoqDUGG8U_clE2pltw
d2mIX58jKbs-2MIJxtSepQ,qAAoilHU25Qr45FOQlA19g,5,enUUn1EviWRXkIA4Lyjqhg
OAEXVR-BDEvhriITqf0L6g,MlmcOkwaNnxl3Zuk6HsPCQ,4,IE629sMCtslVn3Zx5edkLA
jKMpQ3jW1wu83JHIcQQg5g,MlmcOkwaNnxl3Zuk6HsPCQ,5,x40GbKucIgzc1Qku9kUA1A
rpUHQbfVrn6JPfo7vxVR3g,MlmcOkwaNnxl3Zuk6HsPCQ,5,d5ZbCu4k4Y77tvPZUIckJw
NuHwAnlk6HF7weuZWNYQqg,pLP4joJ99UpIQpNh6kxZFw,4,KU0xCaniTlDoiOHhVKGwGg
fLR24ti3-OBQSYi1eTmOgQ,pLP4joJ99UpIQpNh6kxZFw,5,IeEkz7S7c8epJV9Ln0mz7Q
_NjyAddxbPIbvbeeNUbfRg,pLP4joJ99UpIQpNh6kxZFw,5,5NjQNbGnl5YxHGmoa4lE1A
gZZ2KCxT0tiYDZXc_ukbwg,sXdOBghhw-ZU9S-1HxVZVA,5,ToQILWEZcPMQkSk3jLs9lQ
xZoQMm3Ynb0nFeVU8uGG2w,sXdOBghhw-ZU9S-1HxVZVA,5,lIAyk5pZXTC6uq-V91vYuA
PVJYVTq1LKmzvaneEtEs9g,sXdOBghhw-ZU9S-1HxVZVA,5,Z14xeXGKzjrj0N2rYMKoSg
hcagwCnjUoqBkn_Ts4vqeQ,Xcl1eK5jHzx6x7wOKRWWDg,5,17GSW8Dn2XRlW-_J-MFdfg
hqOmo4z_OvVQ7EIHjvUl0w,Xcl1eK5jHzx6x7wOKRWWDg,5,Y6m8vFHXOvSgGxFEbR8EeQ
Jjm3_wYu7VhoHmAA6LdUyQ,Xcl1eK5jHzx6x7wOKRWWDg,5,Dnia88BLDu8h4M4JDQaCgw
-Mm03CYmKuVh9wvDVnjZcQ,UN8HcPrLMRnUx3cv2D3-5A,5,76cqdBO_QB-tYU0VU1ykxQ
1UgMPsV8eLdesMIYAGg5aA,UN8HcPrLMRnUx3cv2D3-5A,3,m7If4l763d-HigllJ7L9lg
BLkbCJ6OQxnrL2acTKFxhw,UN8HcPrLMRnUx3cv2D3-5A,4,yD-sQtKpHFJF7GG5Wo0dNw
wlQFv1_C6R9BiwOs8Jue-w,sPw1o5OYWE5C2JtbTXp5wg,4,zL751PHI4hCUrF3RhlitJA
z_d-KmNP_mZfOaaJFyGL9w,sPw1o5OYWE5C2JtbTXp5wg,4,qJe1JfbWxnYDqUpw0K8teg
DNic9c3BZXcNjGGIj6OC5Q,sPw1o5OYWE5C2JtbTXp5wg,4,gZKRWcE9k-Tc-6hxbP7cnw
aKpFVKlw5MPAE3lj1C0vxQ,_s3jlSbTZVvWSAt8_cEyWg,4,qlahXtzK1wKTyJ9gwdz_Iw
MVwjSFLB2c51NhslkPcplw,_s3jlSbTZVvWSAt8_cEyWg,5,OnJOLC-SGYeVm5lRu3pvFQ
FUGqhkiHMmWPyk6LWACINg,_s3jlSbTZVvWSAt8_cEyWg,5,v9ki_hlniQzK5LTD13iW-A
5jEjMHlUKOa8ELWn1BEsfg,8LdFAPdaWMg9sVRgmRv0NQ,5,MI7OMsnn2oUSeTUxf2a0xw
MwZ2tTdPgcwgBqB7rKb1Yg,8LdFAPdaWMg9sVRgmRv0NQ,1,Z2bR_LQE_JVUUaygZSJsVA
BNqwatdtQKWN1v5sNYE1CQ,8LdFAPdaWMg9sVRgmRv0NQ,2,eST6aoYHUu_INcbFxPaivw
ER8lqmB7BngeNgrWOyHduw,tpq6x8ksSE-miLP1JbiOmw,5,ZCDHOdEluAwjWYF1ApWv_A
VAZHaZilZFe8R-ZcPWDCgw,tpq6x8ksSE-miLP1JbiOmw,5,iWb-6tFQqn1eILNkhKjnHQ
yEGsxb65XwOcJzJLTfvaFQ,tpq6x8ksSE-miLP1JbiOmw,5,P1ZN_Jgknb63qTz5qhSztg
A9MP32wiy_YneZGHtJiXYQ,GKQApReu8U9hip4A2ApJ_A,5,3O-r7iK2YJzA0epCPxHU7g
S9C2e4sHMKwITbSwgZPuSw,GKQApReu8U9hip4A2ApJ_A,4,uwHjeeuuJSmg9taaNTOP0g
iO8UxNhiomhE3Qy23Swu1A,GKQApReu8U9hip4A2ApJ_A,5,waqNaM84S4ObQJyQLDvzRg
UrIww4269i35WR3WYG8aBQ,V_t4QBPg-eC9-rpD1TRYQg,4,EB6z8LV2NgMuLt4GYcEpRw
eATzuaDc4BexcEqCozzZkg,V_t4QBPg-eC9-rpD1TRYQg,5,qUZo4Vtm_sSC6jkGRE8b9w
rIoN148WN_H1QTzCHSNpRw,V_t4QBPg-eC9-rpD1TRYQg,2,zeLegR-MS3bDEZHH6cgZ8w
zM8dEcUfxpJoiUiGM9xFbw,eCfyO7laigVXu5VnaPcdmQ,4,e8AZXUk3QSDvR9RRBCxmkw
upIHuuHkZqzVlGoYjJWS-A,eCfyO7laigVXu5VnaPcdmQ,3,zkVfKz1WKg9k6gN24I4HMA
BVF0mZS7BXB0Xoahizl30w,eCfyO7laigVXu5VnaPcdmQ,2,7HjBGPSNvfuxmS9TaIN0QA
Ey4CVuypQxDSGkXH4pCcrA,_n0fEUZdbkLOimHz_IXkiQ,5,q8Kiqv4vU2Nj4kZ09HtF6Q
46BX7OLwbi3Dgm3M0Kk8MA,_n0fEUZdbkLOimHz_IXkiQ,5,vLw-Q7-3A0HNaArO60pcOw
nqqTG9iyYfOjqnhWhkuF8g,_n0fEUZdbkLOimHz_IXkiQ,1,Bwo-XWG6_iVAV5OH1xZALw
s7PFS5lpZ-e-hjBX7dwB3w,DJek3FUewBzMc0gS-Gms9w,5,SfqdaIWv83XlcC_-t-j5sw
xvfQ3QCbZue-3VMRIXTvCA,DJek3FUewBzMc0gS-Gms9w,5,QcOo8zRhKvusZst9Xh3i0A
PjySzvA-RqFGtjyBnPlH_w,DJek3FUewBzMc0gS-Gms9w,5,R5sQkKwY8R01zLelZXlhUw
Tvo6wQWeogPCzE_fuOcbYg,ohosmz6FXVAeoW5nUkYwng,5,b61k95Lm_d6SVCc878ow6A
5UaZeSIpkTuewi4F0Y2L4g,ohosmz6FXVAeoW5nUkYwng,5,YSvJAw2E5PJ-6soRMif7qQ
8JPxfLaPm5bZ0Y8RklML9w,ohosmz6FXVAeoW5nUkYwng,5,beVrucZEb65OPPFW1MB0Tg
ZIyTPB-nbq4sj9UzdFpiKg,LJEsTC6Juzr0lL-hla7nVw,5,YnaHpbrwXPu1A_CDF5PxSg
S2ScaXFqg93q2lQtMHBZ6A,LJEsTC6Juzr0lL-hla7nVw,5,79UMKXv-4nPDrU6HX-WdrQ
esYCZjwhiFpl-l-ptdMe8w,LJEsTC6Juzr0lL-hla7nVw,4,a4MT0vlZaFNAcs_ICuIZrA
BbHNM3Iz25JF7V-RI6HCpQ,UaxSpacBpGQrXv9Cytai2A,5,IAqRWppoqOmPna3doR0jjA
aY30nBDhAumox3h8Xqvw0Q,UaxSpacBpGQrXv9Cytai2A,5,Jdtiv5ket91OylEszjFzmA
DSl9L5v0VfYQp1V2R8_UwA,UaxSpacBpGQrXv9Cytai2A,5,paaOavvY_rBTW8zHZLN_mQ
Z5r0NAJ-Nwaq0MyBfw2Bhg,K-Fbh2WCHlqR56H9TnfpNA,3,KMMshQQ0n0POLIC1ZoVPQg
LogoIoaZOtV6QXSJxpwB-A,K-Fbh2WCHlqR56H9TnfpNA,5,PXBCLRYWhCDytQAueA0-ZQ
OMdNglQM_BGt1OUDgmEYhw,K-Fbh2WCHlqR56H9TnfpNA,1,ZfIrDxqgNL3rIhyMNEC-sg
hhGAgDq42QoZC3chEA-e4g,S3z6erO2TeljEc-dTPqc9Q,4,bwHLuHiQorPKsHenortkPA
BscdyEo-DB1GOXal-TiXYg,S3z6erO2TeljEc-dTPqc9Q,5,6r_xn0bHTDcOExonwKNOyg
B14j625okgqskLd6QdQOuA,S3z6erO2TeljEc-dTPqc9Q,4,eBS9NV77Cld1iJ-mcs0zMQ
LxgPIqi9uZTSLFt74GDk5w,VndWkH3-0P1c23BZiuuAbg,5,rCU6KBOri33WgIFb1XK93Q
vywCymYSp5xSKHSVLSIGkA,VndWkH3-0P1c23BZiuuAbg,1,ibZ53hdfV9ik3TvRb92wEg
VNAimH3j0eam33cYMmv4TA,VndWkH3-0P1c23BZiuuAbg,4,AWFrrlpbO-_Tgnl2g3YXVw
k-Bxf1KMTQ6yjzRkK9P0ng,ccJcaRCHQkJmmnGC1SN4hQ,5,PmzLROSLOEYhBSlKAMjTMA
53CZEeOUvFJi7b2SAT4uzA,ccJcaRCHQkJmmnGC1SN4hQ,5,HW8KlZjZO1j4R4fd9oK-zA
0sQu3QDLTGE6pE8EHG2VgA,ccJcaRCHQkJmmnGC1SN4hQ,4,j4_1iTRs5VCXtEJbuSf1EQ
UVCzhnFexCUXq1cdM3mY8Q,0MbnNM2IvNWMQ1YsPfDTjQ,5,t4Zj-QKGjUTIXzove-oTDA
wavvIURxh7563yGeWHeIDg,0MbnNM2IvNWMQ1YsPfDTjQ,4,BnTklrLWGdBAubjgzKk8wg
sS5SVNLN5iayRM3omBOkzg,0MbnNM2IvNWMQ1YsPfDTjQ,4,D_SEQoCzr-aMu1kKqQpEwQ
n6otzL0cVQFPmiQMZlh8oQ,3FlrvSaW-TSwkQDsCpKYEg,5,la3Pv2ya00r8EHUmEF6zFA
4O5HERT5dcjpvFWYAW2onw,3FlrvSaW-TSwkQDsCpKYEg,5,6pGA6WQlmhgTr8Vj60K1RQ
NV1sDKy-h9Ea6VJ-YNpCRg,3FlrvSaW-TSwkQDsCpKYEg,4,osSzFkfeMP417i9Qb4rmEw
vHSQo3Gwz0D3kvePWwOVLg,DrToq9357afdpOyO5w0Y5w,5,czMHhCiB-kZtTficxysCGQ
3HwBd0Nq1XyOGJiB_UL2Mw,DrToq9357afdpOyO5w0Y5w,5,qoGRFl29tXe8BRMMutd80A
_7vhktyaVgoyqu6PPnL0Rg,DrToq9357afdpOyO5w0Y5w,5,yEXn2ZSzFAAtKDS7r1Ey_A
DL53-ZjtIDiupXRsWlJYZQ,CcqraT0cuGKYEcZ1ri_kxg,5,zNW7jcjoWFpmEg7RZHvKEA
oSqfBXDICCL0D3h-Shdsxg,CcqraT0cuGKYEcZ1ri_kxg,4,cNdVgbHjhCXEhvOBcMI96w
C7cNAym6b1-TyFJqGGkHrQ,CcqraT0cuGKYEcZ1ri_kxg,5,WZy8lHKrhWeRucxShEh61A
hsGw45KDjKbI7g--HPIh3Q,kdTFcDSl9vAR-btEm1Q2uw,5,jeXkJA5sevFta7A512_Mdg
H8USWARbhf0-JuOQXNGA8Q,kdTFcDSl9vAR-btEm1Q2uw,5,8WBl95I34hGMxkmngjVDuQ
BszVYIBl2GtDcZqRhh5yAg,kdTFcDSl9vAR-btEm1Q2uw,3,Z14xeXGKzjrj0N2rYMKoSg
RwmOtzXE6rAlVX2EdrGciQ,dNxZ53R6QUYOFtd2q0-S2Q,5,kfVPVar_bSgZ4Z5XOXVmXA
wMGL3DAmlJSuQOLAGesBcA,dNxZ53R6QUYOFtd2q0-S2Q,2,kZIJ1P6fsL09mrgMM9gI2w
3xON-T7FWAWslKCFt0gNlg,dNxZ53R6QUYOFtd2q0-S2Q,5,6WwDW3WPotz4vxJmsxXbqQ
tDAe13Z-Iwvv3rs_NzoxFQ,EWbbiUBkGzCYrEoOF05HzA,5,WLjtrUBKtLgzPckZdUq0lw
3dnD-HZPAyJgpVaTDRgovQ,EWbbiUBkGzCYrEoOF05HzA,2,U1OFf7v4PHlIIzryLBrSPg
bk4GLrLh6q6-Urkoz7q2ZA,EWbbiUBkGzCYrEoOF05HzA,4,BJYnLAu8SkwfiDogbADBtA
jWog2tw3oEwRDuXemmwk6Q,e0Vs3U-XkLkZ7EJ6JgPAYQ,5,doTavgl5fu0y7bSfEWk7GA
PtKL32qvD9egUukJMSoYnA,e0Vs3U-XkLkZ7EJ6JgPAYQ,5,bzXV7ND1de-dZtHwDdWXEg
a_nI8M8UN-lG9ApEyLQ9lQ,e0Vs3U-XkLkZ7EJ6JgPAYQ,4,-bZzRtdA40YSZz7TARaefQ
jPvpjIXNhOmsYHjpWKbKnQ,-gZdC8aD42jiBeaAQH1-1g,5,ePGVlziQH81zmFYBM0YrxA
DSmpY8bCpJqWVl7zvLKYiA,-gZdC8aD42jiBeaAQH1-1g,4,4BkSXMjnrns_6dWewELS3w
py0skM15juiAxLD3NjPyBg,-gZdC8aD42jiBeaAQH1-1g,4,21bcz4cd0SOjYmcfPE0-PQ
WIR-96XnpXLbgdBSNnJu_g,F2W1R7yIvSOqD1xH_F1cZA,5,gl0sHKi5kGzOdvhChOzIwQ
z7eOECb5wed0krLu8zJSMg,F2W1R7yIvSOqD1xH_F1cZA,2,OvRSe6oKQX9mX9p6K_kvvg
FxdAJc8V9emEWhvSYhVtnQ,F2W1R7yIvSOqD1xH_F1cZA,2,GlaYsJuwVLE0ey15BtwrMg
bu68vLqYTMp1wp8PoX-rrQ,4Zx7Lw4U6F0sXrV4aiIyqQ,5,hcvogLhOvBOT8chclAZIZg
DQp-kqVtd4xU4qeNKN-qrw,4Zx7Lw4U6F0sXrV4aiIyqQ,3,OrdWLRGrh8jldVnXbAgk_g
8iqe_pyEjIcxFs8eenh4tw,4Zx7Lw4U6F0sXrV4aiIyqQ,5,UBLsLFgTsYc2bctGSJ9RTw
TmeVBYQRVwvK8NnLrPy7Yw,KDcTFp2P40ycRj12GKKcXg,5,IqQvVfvmqLm-6a1tmWkqCw
F9AhL_27F0G7VsdiVRhHNA,KDcTFp2P40ycRj12GKKcXg,5,P561nJlF8nDFzyHgrWkARA
Bw8b0prOY48EzLjdNH8cTg,KDcTFp2P40ycRj12GKKcXg,5,aLlEDUatNGnHwSJBJO9nHg
oxXFiPGc5RiGz_ozdRbNmg,uzAbw27XQTXTivjgf2bN2w,5,sU5KCrU5GcXIkbsBlUt-4w
TML2qPKP9ub23Sp5wgX-0g,uzAbw27XQTXTivjgf2bN2w,5,MZH3vEJtMvOdjEKUb_DOVg
pbKKaoOtyeg-DUoSglyg5A,uzAbw27XQTXTivjgf2bN2w,5,MovrzoAmd3oZG1dYZ4NDDg
ujDmFoeatZmvSu5QgIVO7Q,seiRoxoYszQt62oDq1J_-g,5,Zuv_oeltQTHjZOKaTPSm4Q
ZQgFXk3wEQ8Csjj1Dr5OFQ,seiRoxoYszQt62oDq1J_-g,5,ZRZCGSbYFKJj_16gA7d-Nw
AdwFBKwXOPeGStodhEYNrQ,seiRoxoYszQt62oDq1J_-g,2,f9Oxro5Lx76HLzJAt8DGbA
XCvgGdhkB6zdG2Kii9LpdA,f8nMwVf1kYndUo8V1OdGjA,5,uskdOsM2nxSjZKYvvAggQA
p_POC4obYEdYarAKUwX3sg,f8nMwVf1kYndUo8V1OdGjA,5,EUsFypTTfqyHjbMWnE_6SA
4lQnXxwj4u0aNUT5dfiaag,f8nMwVf1kYndUo8V1OdGjA,5,hPu9aXKSgq1tcSBnm0-H8A
SrxYIj5JUKMfw1hRpxZoSQ,-KqNRM-drDM7Nu9i9xEnfA,5,D-SnmazeNjAevfrjLAuf0g
6zOszq2rfyktJ7eP8nmUgw,-KqNRM-drDM7Nu9i9xEnfA,5,isQw1L6TCaal4VZJRcXWyQ
B9Edt9dT-dnFPa7XPG1RmQ,-KqNRM-drDM7Nu9i9xEnfA,5,lhr7Y_y4Aw_P-irvio2yHg
QzGsAU9fRRcu87WfMSHKbA,TkFEKhsCixPWlShULKvMdQ,5,U3pUjfYNZZjmpjVE1tKboA
a84E9V-ZxwiQUT_UTAk9lg,TkFEKhsCixPWlShULKvMdQ,4,8ISnl41CCPx_HimENhVnBg
Trm2zSWdKq8pATnc7c3u9Q,TkFEKhsCixPWlShULKvMdQ,3,YCOez--aqwNaa75ZqAE68g
0i8BmYwgoVz5ZUpcjdATBw,TWHGJkTAbF22hvXeReQp9w,5,Vi_6W8SAhBB2xPn8XPpOKw
